"","N_1","N_2","N_3","Y_1","Y_2","Y_3"
"Gene_8288",0,0,0,1,0,1
"Gene_8289",30,24,36,9,12,23
"Gene_8290",18,10,5,2,9,4
"Gene_8291",2098,2800,2166,1950,3621,1865
"Gene_8292",32,37,290,31,12,22
"Gene_8293",10,16,14,9,11,6
"Gene_8294",0,1,1,0,0,0
"Gene_8295",0,0,2,0,1,0
"Gene_8296",39,26,64,34,50,55
"Gene_8297",44,40,43,25,44,53
"Gene_8298",0,1,0,1,2,0
"Gene_8299",20,26,145,58,14,51
"Gene_8300",0,0,1,0,3,0
"Gene_8301",0,0,1,0,0,0
"Gene_8302",3,4,31,3,7,7
"Gene_8303",0,1,0,0,0,0
"Gene_8304",0,0,0,0,0,1
"Gene_8305",0,1,0,0,0,2
"Gene_8306",1,7,13,1,0,3
"Gene_8307",10,16,20,33,11,14
"Gene_8308",43,25,60,36,52,35
"Gene_8309",15,11,26,16,14,27
"Gene_8310",26,16,54,38,19,16
"Gene_8311",0,0,0,1,0,0
"Gene_8312",0,0,0,0,1,0
"Gene_8313",0,2,1,0,4,0
"Gene_8314",2,2,2,7,2,4
"Gene_8315",3,4,17,4,5,7
"Gene_8316",65,38,31,16,50,53
"Gene_8317",0,1,0,0,0,0
"Gene_8318",3,2,18,3,4,8
"Gene_8319",5,12,3,2,3,5
"Gene_8320",0,0,0,0,1,0
"Gene_8321",46,31,56,46,98,55
"Gene_8322",0,0,0,0,1,1
"Gene_8323",115,95,48,36,138,68
"Gene_8324",10,3,1,2,1,5
"Gene_8325",12,24,41,48,46,55
"Gene_8326",493,863,1348,2341,294,955
"Gene_8327",0,0,0,1,0,0
"Gene_8328",0,2,3,1,2,0
"Gene_8329",7,9,5,13,12,3
"Gene_8330",30,21,22,9,16,9
"Gene_8331",6,6,3,1,17,13
"Gene_8332",23,15,14,13,52,15
"Gene_8333",103,90,92,114,114,97
"Gene_8334",1,0,0,0,0,0
"Gene_8335",3,1,13,2,2,4
"Gene_8336",9,4,5,3,10,10
"Gene_8337",1,0,0,0,0,0
"Gene_8338",22,11,10,5,43,9
"Gene_8339",13,9,0,7,9,9
"Gene_8340",47,35,201,25,37,28
"Gene_8341",4,5,18,3,1,9
"Gene_8342",0,0,1,0,0,0
"Gene_8343",2,1,1,0,1,0
"Gene_8344",0,1,0,1,0,0
"Gene_8345",9,10,8,2,8,10
"Gene_8346",58,107,134,75,95,116
"Gene_8347",14,20,36,7,26,44
"Gene_8348",153,154,149,144,134,171
"Gene_8349",104,91,93,67,131,113
"Gene_8350",3,0,4,1,1,0
"Gene_8351",0,0,1,5,2,3
"Gene_8352",19,12,14,27,34,19
"Gene_8353",14,21,24,12,26,19
"Gene_8354",6,3,5,0,11,3
"Gene_8355",0,1,5,0,1,3
"Gene_8356",38,20,32,14,45,35
"Gene_8357",1,5,4,6,12,12
"Gene_8358",56,42,35,17,44,50
"Gene_8359",19,27,14,8,26,19
"Gene_8360",1,0,0,0,0,0
"Gene_8361",10,5,5,4,6,1
"Gene_8362",12,12,13,12,22,16
"Gene_8363",598,598,599,543,712,538
"Gene_8364",0,0,0,0,3,0
"Gene_8365",0,2,0,0,0,0
"Gene_8366",0,0,1,0,0,0
"Gene_8367",30,33,32,18,23,23
"Gene_8368",96,130,376,199,88,139
"Gene_8369",7,3,10,0,1,4
"Gene_8370",35,26,36,29,40,32
"Gene_8371",45,133,158,119,143,68
"Gene_8372",52,59,74,77,91,93
"Gene_8373",6,12,2,3,9,5
"Gene_8374",176,144,129,176,187,178
"Gene_8375",4,2,2,1,9,5
"Gene_8376",21,13,7,8,12,5
"Gene_8377",29,44,27,71,42,32
"Gene_8378",143,156,214,36,228,156
"Gene_8379",21,13,25,19,31,37
"Gene_8380",442,373,76,237,151,436
"Gene_8381",330,345,431,205,377,328
"Gene_8382",1,4,1,5,3,4
"Gene_8383",14,66,92,35,37,22
"Gene_8384",0,0,0,0,0,1
"Gene_8385",80,137,266,250,120,501
"Gene_8386",13,21,11,17,18,20
"Gene_8387",274,351,574,273,374,576
"Gene_8388",0,0,1,0,0,0
"Gene_8389",4,8,11,10,9,14
"Gene_8390",9,11,33,10,16,10
"Gene_8391",35,18,32,22,31,20
"Gene_8392",30,43,40,25,60,38
"Gene_8393",119,111,88,89,112,110
"Gene_8394",1,1,1,4,0,3
"Gene_8395",9,13,20,29,10,15
"Gene_8396",7,13,5,13,13,11
"Gene_8397",184,125,123,37,246,62
"Gene_8398",7,15,26,9,19,22
"Gene_8399",31,71,50,107,47,27
"Gene_8400",63,55,52,69,63,68
"Gene_8401",134,144,230,154,188,229
"Gene_8402",66,70,54,46,55,34
"Gene_8403",16,15,7,10,16,14
"Gene_8404",4,0,0,0,0,1
"Gene_8405",1,0,0,1,0,4
"Gene_8406",0,4,1,3,3,5
"Gene_8407",37,48,63,57,58,82
"Gene_8408",0,1,0,0,1,0
"Gene_8409",33,18,12,16,18,85
"Gene_8410",327,297,277,193,352,333
"Gene_8411",756,495,464,529,707,1057
"Gene_8412",0,0,2,1,0,0
"Gene_8413",188,306,725,285,215,444
"Gene_8414",157,322,483,705,265,546
"Gene_8415",6,3,4,3,8,11
"Gene_8416",3,1,0,0,5,4
"Gene_8417",35,28,92,21,23,61
"Gene_8418",199,217,224,179,327,339
"Gene_8419",34,28,25,22,27,30
"Gene_8420",18,7,9,4,42,26
"Gene_8421",31,28,53,40,27,22
"Gene_8422",1,0,0,1,2,3
"Gene_8423",0,1,0,2,2,0
"Gene_8424",68,79,218,110,110,170
"Gene_8425",15,4,2,6,6,9
"Gene_8426",7,10,4,12,12,4
"Gene_8427",1,0,2,0,2,2
"Gene_8428",1,1,1,0,0,1
"Gene_8429",2,3,2,3,4,5
"Gene_8430",4,5,14,9,13,13
"Gene_8431",43,33,62,58,45,65
"Gene_8432",1,0,1,0,0,1
"Gene_8433",1,2,0,0,1,0
"Gene_8434",23,5,10,20,4,45
"Gene_8435",17,27,58,281,8,38
"Gene_8436",59,52,55,44,49,53
"Gene_8437",2,2,2,0,2,2
"Gene_8438",257,255,341,318,325,384
"Gene_8439",185,139,61,108,291,136
"Gene_8440",3,6,1,2,1,8
"Gene_8441",24,25,33,23,42,32
"Gene_8442",2111,1579,1530,1339,2585,2469
"Gene_8443",6,8,4,6,13,23
"Gene_8444",18,32,28,6,43,37
"Gene_8445",39,13,15,25,29,27
"Gene_8446",0,4,4,3,2,8
"Gene_8447",138,105,109,139,185,170
"Gene_8448",14,36,35,33,22,21
"Gene_8449",18,15,19,28,15,25
"Gene_8450",1,2,2,2,2,0
"Gene_8451",90,89,99,105,169,176
"Gene_8452",80,276,228,212,118,344
"Gene_8453",6,5,12,1,1,4
"Gene_8454",1,0,0,0,0,1
"Gene_8455",5,7,4,16,4,11
"Gene_8456",0,0,2,0,0,0
"Gene_8457",210,125,183,85,213,101
"Gene_8458",8,1,0,3,1,0
"Gene_8459",6,11,13,7,9,32
"Gene_8460",3,6,38,24,5,28
"Gene_8461",1,0,3,0,0,0
"Gene_8462",265,227,223,323,263,698
"Gene_8463",142,147,137,98,195,208
"Gene_8464",4,3,3,1,7,2
"Gene_8465",222,214,272,135,311,325
"Gene_8466",16,19,90,18,22,31
"Gene_8467",0,2,5,1,3,0
"Gene_8468",587,1227,1210,1322,1221,1417
"Gene_8469",99,65,96,87,116,110
"Gene_8470",11,10,27,12,34,18
"Gene_8471",34,24,26,9,39,46
"Gene_8472",1,1,4,0,0,2
"Gene_8473",9,8,6,8,10,8
"Gene_8474",28,8,13,8,28,20
"Gene_8475",0,0,1,0,1,0
"Gene_8476",46,25,22,30,39,34
"Gene_8477",0,1,0,1,1,1
"Gene_8478",1,5,5,5,0,1
"Gene_8479",8,9,37,0,4,8
"Gene_8480",0,0,0,0,1,0
"Gene_8481",143,307,94,59,98,103
"Gene_8482",6,6,3,5,3,3
"Gene_8483",5,9,5,10,7,9
"Gene_8484",11,11,20,7,9,16
"Gene_8485",1,0,2,0,1,0
"Gene_8486",85,108,75,99,97,133
"Gene_8487",26,48,45,57,59,63
"Gene_8488",7,11,0,3,4,6
"Gene_8489",520,502,627,424,938,837
"Gene_8490",0,0,1,0,0,1
"Gene_8491",2,3,6,1,6,4
"Gene_8492",54,34,42,53,76,53
"Gene_8493",2,1,0,1,0,2
"Gene_8494",74,67,126,100,63,36
"Gene_8495",0,0,0,1,0,0
"Gene_8496",2,1,0,1,0,0
"Gene_8497",122,123,76,46,142,91
"Gene_8498",0,4,3,1,1,9
"Gene_8499",369,382,355,485,496,426
"Gene_8500",131,212,430,211,217,181
"Gene_8501",0,0,0,0,1,0
"Gene_8502",241,306,151,140,345,369
"Gene_8503",0,1,3,0,0,0
"Gene_8504",1,0,0,0,0,0
"Gene_8505",2,5,0,1,4,3
"Gene_8506",5,15,16,8,23,13
"Gene_8507",0,1,1,1,0,0
"Gene_8508",1,1,0,1,0,0
"Gene_8509",18,20,17,8,25,13
"Gene_8510",110,92,89,87,114,95
"Gene_8511",0,0,0,0,0,1
"Gene_8512",23,12,49,26,26,46
"Gene_8513",9,28,33,19,12,17
"Gene_8514",982,1291,444,770,1456,1392
"Gene_8515",1,1,0,0,0,2
"Gene_8516",0,1,0,0,0,0
"Gene_8517",150,146,139,136,136,173
"Gene_8518",0,0,1,1,0,1
"Gene_8519",2,1,4,0,2,1
"Gene_8520",71,85,152,54,76,105
"Gene_8521",0,0,1,0,0,0
"Gene_8522",1,0,1,0,0,0
"Gene_8523",0,0,0,0,1,0
"Gene_8524",124,177,237,131,281,248
"Gene_8525",0,0,0,0,1,1
"Gene_8526",43,28,32,54,48,40
"Gene_8527",22,25,32,14,25,40
"Gene_8528",12,1,6,6,13,12
"Gene_8529",0,1,1,0,0,2
"Gene_8530",0,0,0,1,0,1
"Gene_8531",13,15,14,16,14,14
"Gene_8532",1,7,6,8,3,6
"Gene_8533",0,0,0,0,0,1
"Gene_8534",1,1,3,0,0,0
"Gene_8535",0,0,0,1,0,1
"Gene_8536",33,17,27,15,21,23
"Gene_8537",115,136,146,184,136,178
"Gene_8538",169,206,159,204,302,182
"Gene_8539",29,12,20,11,21,11
"Gene_8540",2,2,2,3,1,4
"Gene_8541",2,0,0,1,0,0
"Gene_8542",1,0,0,0,0,0
"Gene_8543",48,30,57,33,48,66
"Gene_8544",118,104,111,142,128,159
"Gene_8545",1,1,2,7,1,3
"Gene_8546",114,68,60,84,115,93
"Gene_8547",3,0,2,2,2,1
"Gene_8548",0,0,0,1,0,0
"Gene_8549",1,3,2,4,2,3
"Gene_8550",0,0,0,0,0,1
"Gene_8551",1,1,2,0,2,4
"Gene_8552",45,27,45,24,67,93
"Gene_8553",168,143,57,74,236,106
"Gene_8554",35,45,55,20,52,30
"Gene_8555",4,10,4,11,12,4
"Gene_8556",5,5,8,14,4,11
"Gene_8557",17,11,23,8,15,10
"Gene_8558",2,2,2,0,3,1
"Gene_8559",0,0,1,0,0,0
"Gene_8560",179,152,121,57,187,111
"Gene_8561",7,4,7,9,4,8
"Gene_8562",1,0,2,0,3,1
"Gene_8563",3,0,1,1,0,1
"Gene_8564",83,56,30,103,112,75
"Gene_8565",6,7,23,1,8,12
"Gene_8566",1,0,1,0,0,0
"Gene_8567",0,0,0,1,0,3
"Gene_8568",0,0,1,0,0,0
"Gene_8569",4,7,1,0,6,8
"Gene_8570",31,24,10,13,22,20
"Gene_8571",2,2,0,1,2,0
"Gene_8572",3,4,4,3,0,3
"Gene_8573",4,6,6,4,3,4
"Gene_8574",0,0,0,0,0,1
"Gene_8575",0,0,1,0,0,0
"Gene_8576",8,1,5,7,3,3
"Gene_8577",0,0,1,0,0,0
"Gene_8578",0,0,0,0,1,0
"Gene_8579",0,2,0,0,1,2
"Gene_8580",9,6,7,1,5,4
"Gene_8581",187,118,137,51,427,144
"Gene_8582",38,50,133,50,54,42
"Gene_8583",11,14,10,4,8,7
"Gene_8584",2,0,2,1,5,0
"Gene_8585",1,1,2,3,2,5
"Gene_8586",0,0,0,1,0,0
"Gene_8587",283,422,248,350,737,720
"Gene_8588",6,8,6,5,14,7
"Gene_8589",162,93,206,167,207,191
"Gene_8590",46,29,54,50,63,117
"Gene_8591",14,15,12,16,23,11
"Gene_8592",8,14,12,9,9,18
"Gene_8593",21,13,13,12,18,47
"Gene_8594",1,0,0,1,2,1
"Gene_8595",2,3,0,5,0,2
"Gene_8596",7,3,2,8,7,7
"Gene_8597",5,7,1,10,6,7
"Gene_8598",26,19,21,21,36,24
"Gene_8599",1,1,0,0,0,1
"Gene_8600",43,7,32,7,37,21
"Gene_8601",34,27,36,26,55,93
"Gene_8602",12,10,17,7,21,13
"Gene_8603",14,12,14,12,34,24
"Gene_8604",0,2,10,0,2,0
"Gene_8605",1,0,0,1,1,2
"Gene_8606",1,0,1,2,2,4
"Gene_8607",0,0,2,0,1,0
"Gene_8608",6,4,14,2,4,13
"Gene_8609",12,8,5,3,9,18
"Gene_8610",2,0,2,1,2,1
"Gene_8611",7,3,2,10,5,9
"Gene_8612",2,2,0,0,1,2
"Gene_8613",92,130,58,72,129,98
"Gene_8614",2,0,2,1,1,0
"Gene_8615",298,292,253,147,332,233
"Gene_8616",1,2,0,0,0,3
"Gene_8617",3,2,2,1,5,1
"Gene_8618",4,1,3,2,4,4
"Gene_8619",1,0,4,0,0,1
"Gene_8620",1,0,0,0,0,0
"Gene_8621",41,35,19,66,53,110
"Gene_8622",23,19,12,14,17,12
"Gene_8623",1743,2283,1664,1707,3278,2274
"Gene_8624",0,0,0,0,1,1
"Gene_8625",0,0,1,1,0,0
"Gene_8626",1,0,0,0,0,0
"Gene_8627",1,0,0,0,0,0
"Gene_8628",18,13,35,8,10,14
"Gene_8629",0,2,0,1,0,0
"Gene_8630",13,19,4,16,5,24
"Gene_8631",1,1,0,3,1,1
"Gene_8632",5,6,4,4,4,3
"Gene_8633",0,0,0,0,0,1
"Gene_8634",0,0,1,0,2,0
"Gene_8635",9,7,9,3,12,4
"Gene_8636",241,177,212,244,225,498
"Gene_8637",0,0,1,0,2,1
"Gene_8638",657,607,308,576,726,557
"Gene_8639",37,14,10,6,35,30
"Gene_8640",22,27,31,16,34,28
"Gene_8641",1,6,12,4,2,2
"Gene_8642",3,4,5,0,7,2
"Gene_8643",18,10,6,5,13,11
"Gene_8644",0,0,4,0,2,1
"Gene_8645",42,50,64,40,88,57
"Gene_8646",2,7,6,1,11,22
"Gene_8647",9,3,1,1,5,3
"Gene_8648",127,78,83,53,99,92
"Gene_8649",376,151,858,198,415,609
"Gene_8650",4,6,0,2,0,0
"Gene_8651",0,1,0,0,0,0
"Gene_8652",10,5,5,5,4,4
"Gene_8653",178,269,279,307,257,468
"Gene_8654",7,1,2,1,6,5
"Gene_8655",88,70,206,62,123,116
"Gene_8656",0,1,0,0,0,0
"Gene_8657",0,0,0,3,0,0
"Gene_8658",0,0,0,0,1,0
"Gene_8659",6,7,8,8,4,5
"Gene_8660",0,4,1,2,0,1
"Gene_8661",613,689,562,400,839,861
"Gene_8662",0,0,1,0,2,1
"Gene_8663",3,9,6,4,8,4
"Gene_8664",66,86,21,103,59,55
"Gene_8665",133,230,603,1021,123,181
"Gene_8666",1,1,7,5,1,5
"Gene_8667",13,21,45,30,4,12
"Gene_8668",0,2,0,4,0,3
"Gene_8669",50,33,316,67,27,42
"Gene_8670",0,1,2,1,0,0
"Gene_8671",76,69,93,57,93,82
"Gene_8672",20,24,8,11,19,22
"Gene_8673",0,1,1,0,1,0
"Gene_8674",263,192,187,234,231,196
"Gene_8675",0,0,0,0,2,0
"Gene_8676",30,20,14,17,25,13
"Gene_8677",2,0,0,0,0,0
"Gene_8678",0,0,0,0,1,0
"Gene_8679",70,57,49,40,84,47
"Gene_8680",2,1,1,0,4,2
"Gene_8681",60,426,218,56,101,181
"Gene_8682",16,4,7,14,5,12
"Gene_8683",1,3,0,4,3,2
"Gene_8684",6,3,2,2,7,4
"Gene_8685",2,1,3,5,1,1
"Gene_8686",38,31,16,26,61,53
"Gene_8687",47,38,45,15,16,33
"Gene_8688",1,0,0,0,0,1
"Gene_8689",174,194,71,36,225,170
"Gene_8690",1,2,2,2,1,4
"Gene_8691",1,1,5,4,1,1
"Gene_8692",3,0,2,0,4,3
"Gene_8693",0,0,1,0,2,0
"Gene_8694",0,0,1,0,0,0
"Gene_8695",2,0,0,1,0,0
"Gene_8696",162,118,143,119,213,158
"Gene_8697",2,0,2,1,7,1
"Gene_8698",1,0,0,1,0,0
"Gene_8699",2,0,1,1,0,1
"Gene_8700",2,3,2,3,1,0
"Gene_8701",357,272,240,106,443,217
"Gene_8702",0,1,0,2,4,2
"Gene_8703",89,92,109,89,121,107
"Gene_8704",0,1,0,0,0,0
"Gene_8705",16,9,13,16,14,8
"Gene_8706",17,6,12,11,20,15
"Gene_8707",3,3,1,2,6,1
"Gene_8708",6,7,1,0,4,2
"Gene_8709",1,0,1,2,2,1
"Gene_8710",11,3,1,3,2,5
"Gene_8711",462,276,165,264,331,316
"Gene_8712",0,1,0,0,1,0
"Gene_8713",119,166,184,51,82,122
"Gene_8714",71,80,83,91,97,96
"Gene_8715",105,64,99,44,106,121
"Gene_8716",0,0,0,0,2,1
"Gene_8717",0,3,0,1,7,1
"Gene_8718",45,47,53,55,51,45
"Gene_8719",304,313,275,196,409,313
"Gene_8720",1,0,3,1,1,0
"Gene_8721",1,0,1,0,2,0
"Gene_8722",2,0,2,0,4,2
"Gene_8723",0,0,2,0,0,0
"Gene_8724",0,0,0,0,0,1
"Gene_8725",0,1,1,0,0,1
"Gene_8726",0,1,0,0,0,0
"Gene_8727",21,17,12,7,38,24
"Gene_8728",0,0,1,0,0,0
"Gene_8729",1,2,16,1,0,1
"Gene_8730",34,18,23,11,25,30
"Gene_8731",0,1,0,0,1,2
"Gene_8732",1,0,0,0,0,0
"Gene_8733",1,0,0,0,0,0
"Gene_8734",2,4,2,2,3,3
"Gene_8735",0,4,4,1,1,1
"Gene_8736",0,0,0,2,0,1
"Gene_8737",207,206,161,214,198,217
"Gene_8738",24,40,38,38,42,54
"Gene_8739",0,1,0,0,1,0
"Gene_8740",0,0,1,0,0,0
"Gene_8741",3,2,6,6,6,11
"Gene_8742",0,1,2,0,1,0
"Gene_8743",123,270,224,227,164,222
"Gene_8744",1,0,0,1,1,0
"Gene_8745",0,0,0,0,0,1
"Gene_8746",1,0,0,0,0,2
"Gene_8747",0,1,1,0,0,0
"Gene_8748",2,2,1,1,2,0
"Gene_8749",5,3,1,0,3,5
"Gene_8750",0,1,0,0,1,1
"Gene_8751",0,0,2,3,0,0
"Gene_8752",247,208,352,248,301,517
"Gene_8753",0,0,0,1,0,0
"Gene_8754",7,2,1,2,5,8
"Gene_8755",12,9,16,7,10,13
"Gene_8756",2,1,0,0,2,4
"Gene_8757",1,0,0,0,2,1
"Gene_8758",9,6,29,7,16,22
"Gene_8759",10,15,17,9,4,17
"Gene_8760",35,51,36,34,69,76
"Gene_8761",25,20,37,40,55,50
"Gene_8762",2,4,1,1,1,1
"Gene_8763",174,246,147,207,227,260
"Gene_8764",36,109,116,1127,61,89
"Gene_8765",1,1,1,0,1,2
"Gene_8766",7,3,3,6,11,7
"Gene_8767",29,23,16,38,38,78
"Gene_8768",8,13,12,4,13,7
"Gene_8769",18,23,93,15,14,28
"Gene_8770",0,0,1,0,0,0
"Gene_8771",3,3,19,2,8,4
"Gene_8772",0,0,0,0,0,1
"Gene_8773",3,1,1,4,1,0
"Gene_8774",0,1,0,1,0,1
"Gene_8775",0,0,0,0,0,1
"Gene_8776",24,10,20,12,27,18
"Gene_8777",3,3,5,5,4,9
"Gene_8778",5,4,6,2,6,3
"Gene_8779",33,33,36,45,56,39
"Gene_8780",1,2,1,0,7,1
"Gene_8781",0,0,1,0,0,0
"Gene_8782",70,90,166,47,101,79
"Gene_8783",2,1,1,2,1,1
"Gene_8784",0,0,0,0,1,0
"Gene_8785",0,0,3,0,1,0
"Gene_8786",0,1,0,0,1,2
"Gene_8787",4,20,6,13,5,10
"Gene_8788",1,0,0,0,1,0
"Gene_8789",0,0,1,0,0,0
"Gene_8790",62,510,182,436,117,153
"Gene_8791",40,37,44,78,28,50
"Gene_8792",4689,2270,1733,1283,4814,3135
"Gene_8793",13,12,9,11,14,25
"Gene_8794",0,0,0,0,0,1
"Gene_8795",0,0,0,0,0,1
"Gene_8796",25,89,24,149,73,61
"Gene_8797",3,1,4,6,4,5
"Gene_8798",20,12,23,13,29,23
"Gene_8799",450,358,265,412,634,407
"Gene_8800",47,37,40,59,47,60
"Gene_8801",0,0,0,0,0,1
"Gene_8802",1,1,0,0,4,0
"Gene_8803",1,0,1,0,0,0
"Gene_8804",39,39,23,38,59,50
"Gene_8805",3,5,3,4,3,6
"Gene_8806",0,0,3,1,2,1
"Gene_8807",9,2,9,0,4,1
"Gene_8808",77,49,50,30,83,72
"Gene_8809",147,192,236,147,213,192
"Gene_8810",1,0,0,1,0,2
"Gene_8811",1,1,2,0,0,0
"Gene_8812",0,0,0,0,0,1
"Gene_8813",0,0,0,0,0,1
"Gene_8814",1,30,32,17,4,100
"Gene_8815",0,1,0,0,0,0
"Gene_8816",161,158,145,84,153,181
"Gene_8817",6,8,11,14,8,6
"Gene_8818",66,47,26,48,133,96
"Gene_8819",49,46,42,46,36,33
"Gene_8820",0,0,0,0,1,0
"Gene_8821",0,0,1,0,0,0
"Gene_8822",36,33,40,26,58,41
"Gene_8823",87,53,53,35,85,125
"Gene_8824",0,0,1,0,0,2
"Gene_8825",3,1,3,2,4,8
"Gene_8826",1,0,0,0,0,0
"Gene_8827",1,1,0,3,0,0
"Gene_8828",0,0,2,0,1,1
"Gene_8829",3,2,2,0,8,3
"Gene_8830",0,0,1,0,0,0
"Gene_8831",0,2,0,2,6,3
"Gene_8832",212,141,557,149,273,172
"Gene_8833",31,23,55,16,35,32
"Gene_8834",1,5,4,6,4,2
"Gene_8835",2,0,0,0,0,1
"Gene_8836",11,18,5,10,19,5
"Gene_8837",3,3,6,2,3,3
"Gene_8838",2,2,2,3,4,4
"Gene_8839",7,5,1,10,8,4
"Gene_8840",25,8,14,12,53,16
"Gene_8841",1,0,1,0,0,0
"Gene_8842",3,1,7,0,2,5
"Gene_8843",2,3,3,5,7,5
"Gene_8844",12,3,13,4,14,14
"Gene_8845",13,13,2,1,6,11
"Gene_8846",13,6,13,11,19,25
"Gene_8847",0,0,0,0,2,0
"Gene_8848",1,0,0,0,0,0
"Gene_8849",0,0,0,0,0,2
"Gene_8850",195,215,213,215,217,186
"Gene_8851",6,6,16,6,7,12
"Gene_8852",0,0,0,0,0,1
"Gene_8853",6,8,4,8,32,17
"Gene_8854",4,1,2,2,2,1
"Gene_8855",4,2,1,1,1,5
"Gene_8856",3,1,1,4,0,1
"Gene_8857",25,22,14,19,34,16
"Gene_8858",13,12,10,14,14,18
"Gene_8859",0,0,1,0,0,0
"Gene_8860",26,38,45,38,31,40
"Gene_8861",1,1,3,2,0,1
"Gene_8862",189,175,197,158,277,233
"Gene_8863",0,0,1,0,1,0
"Gene_8864",1,0,0,0,0,0
"Gene_8865",1,1,1,3,1,5
"Gene_8866",0,3,7,0,0,3
"Gene_8867",126,96,54,153,162,187
"Gene_8868",13,11,9,15,14,13
"Gene_8869",53,29,67,24,60,81
"Gene_8870",0,0,0,0,0,1
"Gene_8871",1,1,0,11,3,0
"Gene_8872",3,5,11,3,1,4
"Gene_8873",1226,1155,989,858,1393,1298
"Gene_8874",437,359,732,475,432,540
"Gene_8875",1,0,0,0,0,0
"Gene_8876",50,47,50,64,63,34
"Gene_8877",3,6,3,0,4,3
"Gene_8878",1,0,0,0,2,0
"Gene_8879",7,7,4,7,8,4
"Gene_8880",0,1,1,0,2,0
"Gene_8881",1,3,5,1,9,3
"Gene_8882",4,3,0,0,9,2
"Gene_8883",7,5,10,3,6,6
"Gene_8884",3,1,1,0,0,1
"Gene_8885",0,1,0,1,1,0
"Gene_8886",26,31,24,8,27,30
"Gene_8887",8,16,1,6,12,5
"Gene_8888",490,451,300,332,668,580
"Gene_8889",0,0,1,0,0,0
"Gene_8890",4,0,4,0,8,1
"Gene_8891",0,1,5,0,2,0
"Gene_8892",2,0,2,1,3,1
"Gene_8893",18,8,23,8,17,11
"Gene_8894",8,10,12,12,17,7
"Gene_8895",1,3,11,1,7,5
"Gene_8896",0,1,0,0,0,0
"Gene_8897",8,4,17,4,7,6
"Gene_8898",58,69,52,52,74,46
"Gene_8899",1,0,0,0,1,0
"Gene_8900",1,1,5,4,1,10
"Gene_8901",1,0,0,0,0,0
"Gene_8902",13,4,18,7,13,31
"Gene_8903",2,3,6,0,8,5
"Gene_8904",1,0,0,0,0,0
"Gene_8905",3,0,0,0,4,2
"Gene_8906",62,64,52,45,55,53
"Gene_8907",1,0,1,0,0,1
"Gene_8908",1,2,0,0,0,0
"Gene_8909",0,0,0,0,0,1
"Gene_8910",3,3,6,5,8,3
"Gene_8911",2,4,1,1,8,4
"Gene_8912",6,3,4,3,8,6
"Gene_8913",4,11,10,1,4,11
"Gene_8914",151,56,63,111,124,60
"Gene_8915",0,0,1,1,0,0
"Gene_8916",44,16,20,8,30,38
"Gene_8917",3,4,7,3,2,6
"Gene_8918",21,9,9,11,23,14
"Gene_8919",29,13,23,23,16,25
"Gene_8920",63,56,123,60,43,44
"Gene_8921",2,0,2,0,1,1
"Gene_8922",2,1,0,1,0,1
"Gene_8923",4,2,12,1,8,4
"Gene_8924",0,1,4,0,0,1
"Gene_8925",192,156,89,82,179,141
"Gene_8926",0,1,1,0,0,0
"Gene_8927",2,5,5,5,4,3
"Gene_8928",1,1,5,7,1,2
"Gene_8929",0,0,0,0,1,0
"Gene_8930",16,15,10,9,22,10
"Gene_8931",0,0,2,0,2,6
"Gene_8932",1,0,0,1,2,0
"Gene_8933",10,15,23,7,21,15
"Gene_8934",67,49,60,62,80,86
"Gene_8935",0,0,3,0,0,0
"Gene_8936",15,8,10,6,14,14
"Gene_8937",0,0,1,1,1,0
"Gene_8938",8,8,6,10,12,10
"Gene_8939",3,0,0,3,0,1
"Gene_8940",4,8,5,7,12,6
"Gene_8941",49,49,26,52,34,43
"Gene_8942",2,0,2,0,2,3
"Gene_8943",2,0,1,0,1,2
"Gene_8944",1,2,2,1,1,5
"Gene_8945",18,12,18,14,17,24
"Gene_8946",1,0,3,0,0,1
"Gene_8947",114,88,127,107,148,157
"Gene_8948",491,529,608,468,756,779
"Gene_8949",9,10,1,4,4,4
"Gene_8950",0,1,0,0,1,1
"Gene_8951",26,19,26,21,20,30
"Gene_8952",0,0,2,0,0,0
"Gene_8953",0,0,3,0,0,0
"Gene_8954",11,25,22,18,27,27
"Gene_8955",2,2,0,0,1,2
"Gene_8956",22,9,12,14,18,8
"Gene_8957",14,5,6,10,12,15
"Gene_8958",1,0,0,0,1,3
"Gene_8959",228,232,439,252,213,267
"Gene_8960",157,214,318,353,316,328
"Gene_8961",8,6,1,3,13,6
"Gene_8962",9,8,4,1,9,4
"Gene_8963",2,6,7,1,0,0
"Gene_8964",0,0,0,0,1,0
"Gene_8965",7,7,2,8,12,8
"Gene_8966",1,1,0,0,0,1
"Gene_8967",9,6,2,7,8,13
"Gene_8968",32,42,36,32,46,44
"Gene_8969",50,68,43,88,73,64
"Gene_8970",46,19,30,30,37,53
"Gene_8971",0,0,1,1,1,0
"Gene_8972",18,11,36,14,34,25
"Gene_8973",195,206,183,206,228,312
"Gene_8974",12,6,13,10,7,18
"Gene_8975",139,127,110,189,174,150
"Gene_8976",187,93,85,52,152,131
"Gene_8977",1,0,1,0,0,0
"Gene_8978",2,1,6,1,1,0
"Gene_8979",1,3,0,1,0,1
"Gene_8980",82,67,120,43,119,68
"Gene_8981",967,847,622,984,1391,1408
"Gene_8982",0,0,0,0,1,1
"Gene_8983",11,5,14,10,10,12
